,text,cleaned,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count
0,#Apple 's business is booming https://t.co/I6uzvlt7uZ,apple business booming,0.0,0.0,neutral,0.0,1.0,0.0,0.0,22,3
1,"For a LIMITED TIME #DISCOUNT 
AND #FREE Shipping Worldwide

#Bags
#Shoes
#SmartWatch 

AND MORE

https://t.co/3J0TaRKWET
#Twitter #Instagram #Facebook #YouTube #Google #Apple #Fashion #Style #Model #WWE #FIFA #UFC",limited time discount free shipping worldwide bags shoes smartwatch twitter instagram facebook youtube google apple fashion style model wwe fifa ufc,0.1642857142857143,0.4714285714285714,positive,0.079,0.785,0.136,0.34,148,21
2,"EP #130: @SeanMagers and @keithrconrad discuss the episode ""The 7th Is Made Up of Phantoms"" and the less than stellar military strategy of George Armstrong Custer
#Apple https://t.co/iZHWFKMcVC
#Spotify https://t.co/opymY6hUo7
#Google https://t.co/kWYzbfWqLt https://t.co/3kcxaC8YzC",ep 130 discuss episode 7th made phantoms less stellar military strategy george armstrong custer apple spotify google,-0.005555555555555554,0.13888888888888887,neutral,0.0,1.0,0.0,0.0,116,17
3,"🔴 After Elon Musk, Meta CEO Mark Zuckerberg also took a dump on #Apple for its iron-fist handling of the App Store policies. 

💡 @Axios contextualizes Zuckerberg's criticism of Apple.

🔗 Get the essential details, today on informed ⬇️",elon musk meta ceo mark zuckerberg also took dump apple iron fist handling app store policies contextualizes zuckerberg criticism apple get essential details today informed,0.0,0.3,negative,0.193,0.807,0.0,-0.6705,172,25
4,"What is #Trello BigPicture and how do ...

-- General Technology | : https://t.co/LIoJJycs4K.

#Advice #App #Apple #Background #Board #Business #Charts #Cloudfront #Color #Columns #Data #Dates #Desktop #Filter #Gantt #GanttChart #GanttCharts #Gear #Hover #HowTo #IPhone ... https://t.co/XPMerFBio9",trello bigpicture general technology advice app apple background board business charts cloudfront color columns data dates desktop filter gantt ganttchart ganttcharts gear hover howto iphone,0.05000000000000002,0.5,neutral,0.0,1.0,0.0,0.0,190,25
5,"What is #Trello BigPicture and how do ...

-- General Technology | : https://t.co/RLawc3abLT.

#Advice #App #Apple #Background #Board #Business #Charts #Cloudfront #Color #Columns #Data #Dates #Desktop #Filter #Gantt #GanttChart #GanttCharts #Gear #Hover #HowTo #IPhone ... https://t.co/z1s3AWHyEq",trello bigpicture general technology advice app apple background board business charts cloudfront color columns data dates desktop filter gantt ganttchart ganttcharts gear hover howto iphone,0.05000000000000002,0.5,neutral,0.0,1.0,0.0,0.0,190,25
6,Still makes me smile #Apple https://t.co/cNaDOOERst,still makes smile apple,0.3,0.1,positive,0.0,0.545,0.455,0.3612,23,4
7,The Apple commercial about the accessibility features on the iphone and the watch is so amazing. I had no idea it can do so much to help people with disabilities. #Apple,apple commercial accessibility features iphone watch amazing no idea much help people disabilities apple,0.26666666666666666,0.3666666666666667,positive,0.112,0.558,0.33,0.6486,104,14
8,"#Breaking: Tim Cook did not reply to Elon Musk's criticism of #Apple by saying ""Your feedback is appreciated, now pay 30%."" The alleged tweet is fake, a joke.

#Twitter #Timcook #Apple #Elonmusk https://t.co/GsMatNHuC7",breaking tim cook not reply elon musk criticism apple saying feedback appreciated pay 30 alleged tweet fake joke twitter timcook apple elonmusk,-0.13333333333333333,0.39999999999999997,negative,0.247,0.569,0.184,-0.2263,143,22
9,"BREAKING: 🍏@Apple blocks @coinbase/@CoinbaseWallet app release, requesting 30% of all #NFT transfer gas fees! 

What’s going on over there #Apple?

First they’re against #Crypto &amp; #NFTs and now everyone wants a part of the 🥧

#Coinzone #Coinbase #AppStore #DeFi #DAO #Web3 $COIN https://t.co/1yIIDQIP9X https://t.co/GlZykAg1CK",breaking blocks app release requesting 30 nft transfer gas fees going over apple first against crypto amp nfts everyone wants part coinzone coinbase appstore defi dao web3 coin,0.225,0.21666666666666667,negative,0.066,0.934,0.0,-0.2263,176,28
10,BREAKING: #Apple has blocked #Coinbase Wallet from being able to send NFTs. They say it will stay blocked until they remove the feature.,breaking apple blocked coinbase wallet able send nfts say stay blocked remove feature,0.5,0.625,negative,0.276,0.724,0.0,-0.4939,85,13
11,"Breaking News 🚨

@Apple blocks Coinbase Wallet on it’s App Store, requesting 30% of all NFT transfer fees as a contingent.

#Coinbase #Apple #Crypto #Cryptocurency https://t.co/AiqcQDM9U8",breaking news blocks coinbase wallet app store requesting 30 nft transfer fees contingent coinbase apple crypto cryptocurency,-0.1,0.6,negative,0.106,0.894,0.0,-0.2263,125,17
12,@CoinbaseWallet Time to abandon #Apple.,time abandon apple,0.0,0.0,negative,0.592,0.408,0.0,-0.4404,18,3
13,#apple blocked Coinbase wallet 😆 https://t.co/bIGclgaVnj,apple blocked coinbase wallet,0.0,0.0,negative,0.412,0.588,0.0,-0.2732,29,4
14,Very bad look for #Apple https://t.co/H5QHFSn8u2,bad look apple,-0.6999999999999998,0.6666666666666666,negative,0.636,0.364,0.0,-0.5423,14,3
15,Coinbase Wallet latest app release blocked on #Apple Store due to lack of gas fee payments on #NFT transactions.,coinbase wallet latest app release blocked apple store due lack gas fee payments nft transactions,0.1875,0.6375,negative,0.253,0.747,0.0,-0.5267,97,15
16,"I'm with @elonmusk.  This is a battle for humanity 💪
#applesucksanyway

#freedomofspeech
#TwitterTakeover
#twitter
#ELONMUSK
#Apple",battle humanity applesucksanyway freedomofspeech twittertakeover twitter elonmusk apple,0.0,0.0,negative,0.271,0.729,0.0,-0.3818,87,8
17,"Meet Christie 👋
Check out this item on OpenSea https://t.co/PshIRdRtUV @opensea #NFTs #Nft #NFTCommunity #NFTGiveaway #NFTGiveaways #Binance #bitcoin #ETH #Metaverse #collection #opensea #OpenSeaNFT #openseaartists  #Apple #iphone #elon #elonmusk #ceek",meet christie check item opensea nfts nft nftcommunity nftgiveaway nftgiveaways binance bitcoin eth metaverse collection opensea openseanft openseaartists apple iphone elon elonmusk ceek,0.0,0.0,neutral,0.0,1.0,0.0,0.0,186,23
18,"#blockchain #NFT #Apple 

Apple @Apple been Apple. 
This is anticompetitive. All this new rules over the App Store limit the ability to compete with Apple.  Since users have no other way to install software on they device.

Ridiculous",blockchain nft apple apple apple anticompetitive new rules over app store limit ability compete apple since users no way install software device ridiculous,-0.09848484848484848,0.7272727272727273,negative,0.174,0.741,0.085,-0.34,155,23
19,"Congrats for @CatalystCase for making our list of best cases for smartphones, airpods and smartwatches. #Apple #Smartphone #Android #iPhone #AppleWatchultra   https://t.co/gWD69mRsBc",congrats making list best cases smartphones airpods smartwatches apple smartphone android iphone applewatchultra,1.0,0.3,positive,0.0,0.591,0.409,0.8225,112,13
20,@elonmusk Did you clear everything up with #Apple,clear everything apple,0.10000000000000002,0.3833333333333333,positive,0.0,0.435,0.565,0.3818,22,3
21,"Elon Musk Says ‘Misunderstanding’ With Apple Is Resolved

#Apple #Twitter https://t.co/gdznugWfKw",elon musk says misunderstanding apple resolved apple twitter,0.0,0.0,negative,0.267,0.571,0.162,-0.2732,60,8
22,"This is just like ordering a 100 page notebook from amazon and amazon keeps 30 pages as commissions 🤓

#Apple this is too much to ask for 🙅‍♂️ https://t.co/K5xCtXmaRA",like ordering 100 page notebook amazon amazon keeps 30 pages commissions apple much ask,0.2,0.2,positive,0.0,0.651,0.349,0.5994,87,14
23,#apple #smartwatcha New Amazfit GTS 4 Mini Smartwatch With Alexa Built-in 24H Heart Rate 120 Sports Modes Smart Watch Zepp App https://t.co/RQmjI5jLj1 https://t.co/BFLtYVpUyZ,apple smartwatcha new amazfit gts 4 mini smartwatch alexa built 24h heart rate 120 sports modes smart watch zepp app,0.17532467532467533,0.5487012987012987,positive,0.0,0.87,0.13,0.4019,116,20
24,Apple slated to use one third of TSMC’s advanced chips made in Arizona plant: American customers such as Apple pushed TSMC to offer advanced 4-nanometer chips when its new $12 billion plant in Arizona opens… The post Apple slated to… https://t.co/m42ioD44uk #mac #apple #news,apple slated use one third tsmc advanced chips made arizona plant american customers apple pushed tsmc offer advanced 4 nanometer chips new 12 billion plant arizona opens post apple slated mac apple news,0.18727272727272729,0.33090909090909093,positive,0.0,0.882,0.118,0.4588,203,33
25,Apple Original Films Hosts Hollywood Premiere of Will Smith’s ‘Emancipation’: Reports indicate that Apple Original Films has held the Hollywood premiere of the new Will Smith film Emancipation at a theatre in Los Angeles. Emancipation… https://t.co/DiOmhz2ABn #mac #apple #news,apple original films hosts hollywood premiere smith emancipation reports indicate apple original films held hollywood premiere new smith film emancipation theatre los angeles emancipation mac apple news,0.29545454545454547,0.6515151515151515,positive,0.0,0.845,0.155,0.5574,202,27
26,@WatcherGuru Remember when #Apple refused to unlock / decrypt iPhones for the government? I guess they grabbed them balls somehow,remember apple refused unlock decrypt iphones government guess grabbed balls somehow,0.0,0.0,negative,0.18,0.82,0.0,-0.296,84,11
27,"#Coinbase Disables Mobile #NFT Trading, Citing #Apple’s App Store Policies.  https://t.co/BUUQKfkCrr",coinbase disables mobile nft trading citing apple app store policies,0.0,0.0,neutral,0.0,1.0,0.0,0.0,68,10
28,Well needed regulation from #Apple https://t.co/p7cbVwtvbf,well needed regulation apple,0.0,0.0,positive,0.0,0.588,0.412,0.2732,28,4
29,30% seems a little greedy #Apple https://t.co/Qk6iVpIJDz,30 seems little greedy apple,-0.1875,0.5,negative,0.334,0.666,0.0,-0.2516,28,5
30,#Apple Blocks #Coinbase #Wallet Release on #iOS https://t.co/H6tsfmt9Mv via @WatcherGuru,apple blocks coinbase wallet release ios via,0.0,0.0,negative,0.241,0.759,0.0,-0.2263,44,7
31,Lol could this be bullish #Apple integrating #Ethereum et al or do they just not understand how blockchains work? 😂 https://t.co/XL4H2oZe9a,lol could bullish apple integrating ethereum et al not understand blockchains work,0.8,0.7,positive,0.0,0.797,0.203,0.4215,82,12
32,"Did you know today is International Eat an Apple Day?🍎👇

Gifted from OBA Snacks, we tried their 100% Flour-Free Light &amp; Crunchy Apple Snacks. Perfect for a quick snack and to fuel your daily grind!🍏

Special thank you to OBA for the delicious treat!🍎

#Apple #NationalAppleDay https://t.co/Z8A0g6Miin",know today international eat apple day gifted oba snacks tried 100 flour free light amp crunchy apple snacks perfect quick snack fuel daily grind special thank oba delicious treat apple nationalappleday,0.4433862433862434,0.6190476190476191,positive,0.0,0.573,0.427,0.9559,202,31
33,"Dec 2, 1996. 
#SteveJobs returns to #Apple: in late 1996, Apple announced plans to bring Jobs back, by acquiring his startup NeXT. The following January Jobs will then take the stage at Macworld Expo with the then Apple CEO Gil Amelio as keynote speaker: 
https://t.co/Cz6YgBbSnR https://t.co/nrjyLThDPC",dec 2 1996 stevejobs returns apple late 1996 apple announced plans bring jobs back acquiring startup next following january jobs take stage macworld expo apple ceo gil amelio keynote speaker,-0.075,0.175,neutral,0.0,1.0,0.0,0.0,190,30
34,@brian_armstrong What about #FlareNetwork? or u are going to be like #Apple?,armstrong flarenetwork going like apple,0.0,0.0,positive,0.0,0.615,0.385,0.3612,39,5
35,The Ultimate Apple iPhone Hardware and Software Guide to troubleshooting Apple Devices🙂Click the tweet link below #apple #appleiphone #hardware #Software #iso #appleiso #iphonetrick #iphone7 #Guide #techgadgets👇https://t.co/uolqFwL8wR,ultimate apple iphone hardware software guide troubleshooting apple devices click tweet link apple appleiphone hardware software iso appleiso iphonetrick iphone7 guide techgadgets,0.0,1.0,positive,0.0,0.925,0.075,0.1779,179,22
36,"BREAKING: 🍏 @Apple blocks @coinbase/@CoinbaseWallet app release, requesting 30% of all #NFT transfer gas fees! 

What’s going on over there #Apple?

First they’re against #Crypto &amp; #NFTs and now everyone wants part of the 🥧

#Coinzone #Coinbase #AppStore #DeFi #DAO #Web3 $COIN https://t.co/rj6exZd4vE https://t.co/FYj3DvqPba",breaking blocks app release requesting 30 nft transfer gas fees going over apple first against crypto amp nfts everyone wants part coinzone coinbase appstore defi dao web3 coin,0.225,0.21666666666666667,negative,0.066,0.934,0.0,-0.2263,176,28
37,#Gazelle has #Apple #iPhone 11 models starting at only $269: https://t.co/NxR6WW9bSm,gazelle apple iphone 11 models starting 269,0.0,0.1,neutral,0.0,1.0,0.0,0.0,43,7
38,"Cute.

#Ukraine️ #RussiaisATerroistState #RussiaUkraineWar #CatsOfTwitter #CatsOnTwitter #Bakhmut #armedForces #Nikopol 
 #NewYork #Zaporizhzia #Kyiv #StandWithUkraine 
#Apple #Bitcoin https://t.co/gK8kf51rpx",cute ukraine russiaisaterroiststate russiaukrainewar catsoftwitter catsontwitter bakhmut armedforces nikopol newyork zaporizhzia kyiv standwithukraine apple bitcoin,0.5,1.0,positive,0.0,0.824,0.176,0.4588,164,15
39,"#Apple blocks #Coinbase Wallet app release, requesting 30% of all #NFT transfer gas fees.",apple blocks coinbase wallet app release requesting 30 nft transfer gas fees,0.0,0.0,negative,0.147,0.853,0.0,-0.2263,76,12
40,"Tata in Talks to Buy Plant from Apple Vendor; Layoffs and Recession Fears May Affect IIT Packages via @techshotsapp 

#tata #apple #layoff

https://t.co/gNZT8UgSSt",tata talks buy plant apple vendor layoffs recession fears may affect iit packages via tata apple layoff,0.0,0.0,negative,0.272,0.728,0.0,-0.6808,103,17
41,#Apple Blocks #Coinbase Wallet Release on iOS.  https://t.co/CMB3jFJwyy,apple blocks coinbase wallet release ios,0.0,0.0,negative,0.275,0.725,0.0,-0.2263,40,6
42,"Apple Blocks Coinbase Wallet Release on iOS
https://t.co/q181cIEsZ1
#watcherGuru #trending #TwitterBlue #Twitter #TwitterTrending #Coinbase wallet #Business #Apple",apple blocks coinbase wallet release ios watcherguru trending twitterblue twitter twittertrending coinbase wallet business apple,0.0,0.0,negative,0.119,0.881,0.0,-0.2263,128,15
43,#WTF is #Apple smoking? .. Just because they lost most of their #slavelabor doesnt mean they can now be #themob to makeup failing profits https://t.co/LavEJm79dX,wtf apple smoking lost slavelabor doesnt mean themob makeup failing profits,-0.40625,0.84375,negative,0.487,0.363,0.15,-0.7579,75,11
44,"Breaking: @coinbase Says Apple Blocked Their Wallet’s Latest Release leading to NFT transaction issues. 

https://t.co/u7qLLu9Wlb

#BTC #Apple",breaking says apple blocked wallet latest release leading nft transaction issues btc apple,0.5,0.9,negative,0.149,0.851,0.0,-0.2732,90,13
45,"#Coinbase Wallet says #Apple requested 30% of all #NFT transfer gas fees@coinbase Wallet wrote that Apple's request was ""clearly not possible,"" adding that ""Apple’s proprietary In-App Purchase system does not support crypto.""

via @hardeyjumoh https://t.co/v3jQ6CnVtj

— CryptoS…",coinbase wallet says apple requested 30 nft transfer gas fees wallet wrote apple request clearly not possible adding apple proprietary app purchase system not support crypto via cryptos,0.0,1.0,positive,0.073,0.84,0.087,0.1134,185,28
46,@SkipBuilds @hodgetwins It's just #Apple products. Not like these items are worth anything.,apple products not like items worth anything,0.3,0.1,negative,0.43,0.57,0.0,-0.4168,44,7
47,If this is the direction that #Apple is going with #Twitter and #Crypto they are literally going to end up deplatforming Themselves https://t.co/NTw3Ii45yQ,direction apple going twitter crypto literally going end deplatforming,0.0,0.0,neutral,0.0,1.0,0.0,0.0,70,9
48,"Apple turns (RED) to raise visibility for World AIDS Day: Over the past 16 years, Apple and its customers have been part of the global fight to end AIDS. Apple’s partnership with (RED) supports… The post Apple turns (RED) to raise… https://t.co/kZIFYX3lzc #mac #apple #news",apple turns red raise visibility world aids day over past 16 years apple customers part global fight end aids apple partnership red supports post apple turns red raise mac apple news,-0.05,0.05,neutral,0.076,0.85,0.073,-0.0258,182,31
49,"Elon Musk says Apple&amp;Twitter ‘misunderstanding’ is resolved: After highlighting issues with Apple's ad spend and App Store practices, Twitter-owner Elon Musk now says the misunderstandings… The post Elon Musk says Apple-Twitter… https://t.co/StSYuxJpxv #mac #apple #news",elon musk says apple amp twitter misunderstanding resolved highlighting issues apple ad spend app store practices twitter owner elon musk says misunderstandings post elon musk says apple twitter mac apple news,0.0,0.0,negative,0.084,0.866,0.051,-0.2732,209,31
50,Tell me you know nothing about blockchain without telling me you know nothing about blockchain. The most absurd thing I read this week. The person representing @Apple here needs firing. #Coinbase #Apple #AppStore https://t.co/VDzXV1bo0w,tell know nothing blockchain without telling know nothing blockchain absurd thing read week person representing needs firing coinbase apple appstore,-0.5,1.0,negative,0.112,0.888,0.0,-0.34,148,20
51,"@unusual_whales Yeah, #Apple wants their 30% cut!",whales yeah apple wants 30 cut,0.2,0.1,neutral,0.253,0.482,0.265,0.0258,30,6
52,"So much is coming out now, with years of censorship being suppressed. Thank You @elonmusk

This is just the tip of the iceberg because of this long period of censorship. But here's some of them.
#Apple #EuropeanUnion #mRNA #China #ChinaProtests #JustinTrudeau #UrsulaVonDerLeyen",much coming years censorship suppressed thank tip iceberg long period censorship but apple europeanunion mrna china chinaprotests justintrudeau ursulavonderleyen,0.07500000000000001,0.30000000000000004,positive,0.0,0.911,0.089,0.1901,161,19
53,"#Apple blocks #Coinbase Wallet app release, requesting 30% of all #NFT transfer gas fees 🤡",apple blocks coinbase wallet app release requesting 30 nft transfer gas fees,0.0,0.0,negative,0.147,0.853,0.0,-0.2263,76,12
54,#Apple should create an EIP if they want 30% of the #Ethereum gas fees. #Coinbase #Cryptocurrency,apple create eip want 30 ethereum gas fees coinbase cryptocurrency,0.0,0.0,positive,0.0,0.702,0.298,0.34,66,10
55,Think it’s time to finally ditch #Apple https://t.co/v5LrYaTEmR,think time finally ditch apple,0.0,1.0,neutral,0.0,1.0,0.0,0.0,30,5
56,"#Apple has released Version #iOS 16.1.2, which includes carrier enhancements and crash detection optimizations.

https://t.co/ZShcsVb10U",apple released version ios 16 1 2 includes carrier enhancements crash detection optimizations,0.0,0.0,negative,0.199,0.662,0.14,-0.2023,93,13
57,Apple is concerned about human rights 🙄. Products made by slave labor and marked up 10000% to the consumer. Apple is a shit company with shit products. #Apple https://t.co/mITBnKjRFA,apple concerned human rights products made slave labor marked 10000 consumer apple shit company shit products apple,-0.07500000000000001,0.575,negative,0.324,0.676,0.0,-0.802,115,17
58,"Ceramic Apples Decoration Set with elegant color and brightness
https://t.co/hjM2xJcOE7

#apple #appledecoration #appleset #homedecore https://t.co/1OK5p9GVCR",ceramic apples decoration set elegant color brightness apple appledecoration appleset homedecore,0.5,1.0,positive,0.0,0.612,0.388,0.6908,96,11
59,"I wanted to pay at the supermarket today, and @tim_cook  came up to me and said that I had to pay him 30% for purchases.

#Apple @coinbase",wanted pay supermarket today cook came said pay 30 purchases apple,0.0,0.0,negative,0.237,0.763,0.0,-0.2023,66,11
60,"@CoinbaseWallet @Apple Cmon #apple, let’s be reasonable here…",cmon apple let reasonable,0.2,0.6,neutral,0.0,1.0,0.0,0.0,25,4
61,"Amazfit GTR 4 Smartwatch Alexa Built 150 Sports Modes Bluetooth 14Days Battery Life ISHECDG

https://t.co/j6T8snQAoS

#stvm #omg #theatre #retail #prison #hearingaids #handmade #bar #peace #marvelcomics #beautiful #bible #daca #apple #heating https://t.co/I9T6bX7CWS",amazfit gtr 4 smartwatch alexa built 150 sports modes bluetooth 14days battery life ishecdg stvm omg theatre retail prison hearingaids handmade bar peace marvelcomics beautiful bible daca apple heating,0.85,1.0,positive,0.092,0.7,0.207,0.6249,201,29
62,Coinbase Wallet says Apple requested 30% of all NFT transfer gas fees https://t.co/3NZUXno4qa #NFTs #Wallets #Apple #Coinbase,coinbase wallet says apple requested 30 nft transfer gas fees nfts wallets apple coinbase,0.0,0.0,neutral,0.0,1.0,0.0,0.0,89,14
63,"Floors thinner than the lines at #Apple today:

@RENGA_inc Black Box
@v1punks V1 Punks

And what's goin on with @killabearsnft lately??",floors thinner lines apple today inc black box v1 punks goin lately,-0.23333333333333334,0.5166666666666666,neutral,0.0,1.0,0.0,0.0,67,12
64,Will Smith: Emancipation was a hard film to make #WillSmith #AntoineFuqua #Emancipation #TheHollywoodReporter #Apple #FilmNews https://t.co/KYEzFXAtMF,smith emancipation hard film make willsmith antoinefuqua emancipation thehollywoodreporter apple filmnews,-0.2916666666666667,0.5416666666666666,negative,0.123,0.877,0.0,-0.1027,105,11
65,I suppose I need a non-#Apple product to access the option to purchase a Blue #Twitter thingie? @elonmusk @TwitterSupport,suppose need non apple product access option purchase blue twitter thingie,0.0,0.1,neutral,0.0,1.0,0.0,0.0,74,11
66,"What is your favorite smartphone for holding, using and trading #cryptocurrency?

Looking to replace our main phone (currently iPhone) with a freer, better alternative that welcomes #crypto, #NFTs and all #cryptowallets.

#android #apple #ios https://t.co/wB2AuWlwZZ",favorite smartphone holding using trading cryptocurrency looking replace main phone currently iphone freer better alternative welcomes crypto nfts cryptowallets android apple ios,0.29166666666666663,0.5583333333333333,positive,0.0,0.627,0.373,0.8658,178,22
67,"Wow... I've been a longtime #Apple fan, but this is BLACKMAIL! Screw Apple for their practices. This is rediculous. We need @elonmusk to help fight against this crap! Tim Cook, your company is the devil! @FTC please do something! #NFT #NFTs #BitSquad https://t.co/FNtEhjvgHs",wow longtime apple fan but blackmail screw apple practices rediculous need help fight against crap tim cook company devil please something nft nfts bitsquad,-0.35000000000000003,0.9,negative,0.353,0.39,0.257,-0.714,156,24
68,"Check out this Headphones Philips BT Black Wireless.
.
 Philips BT Black Wireless: €35.80
.
BUY THIS ITEM: https://t.co/xzuyhnXz3u
.
SHOP NOW AT:️ https://t.co/EfIC0GCyQv
.
#electronics #bhfyp #diy #onlineshopping #apple #samsung #technology #geek #headphones  #tech #android https://t.co/xeJzyvaYKP",check headphones philips bt black wireless philips bt black wireless 35 80 buy item shop electronics bhfyp diy onlineshopping apple samsung technology geek headphones tech android,-0.16666666666666666,0.43333333333333335,negative,0.067,0.933,0.0,-0.2023,179,26
69,I have some cheap #NFTs stuck on the Coinbase Wallet which I would like to transfer out. I couldn’t imagine having an expensive NFT. I love #Apple products but man they are getting OUT OF CONTROL. They used to be the cool company. Now they’re becoming Boomer type assholes https://t.co/tTgopDzJmo,cheap nfts stuck coinbase wallet would like transfer couldn imagine expensive nft love apple products but man getting control used cool company becoming boomer type assholes,0.24,0.7,negative,0.191,0.6,0.209,-0.1027,173,26
70,"@Profess45526234 @TPostMillennial #Twitter = Foreign #Investors #HumanRights = #FreeSpeech = #WhiteHouse We Will Watch them closely bcos..

#Apple = #China #HumanRightsViolations = #Uyghurs #Genocide #SlaveLabour #Employees #Suicides= #USA #Government We Will NOT Watch them bcos #Private #Company = #NotOurProblem https://t.co/8fHnf46wIx",twitter foreign investors humanrights freespeech whitehouse watch closely bcos apple china humanrightsviolations uyghurs genocide slavelabour employees suicides usa government not watch bcos private company notourproblem,-0.0625,0.25,neutral,0.0,1.0,0.0,0.0,220,25
71,"Scheduler 7.8 &amp; An all&amp;around scheduling utility.: Scheduler is a utility that allows you to schedule reminders, application and AppleScript applet launches, and the automatic download of Web pages or files using your favorite Web… https://t.co/rrOuTkFTPo #mac #apple #news",scheduler 7 8 amp amp around scheduling utility scheduler utility allows schedule reminders application applescript applet launches automatic download web pages files using favorite web mac apple news,0.5,1.0,positive,0.0,0.893,0.107,0.4588,200,28
72,"Piper Sandler cuts estimates for Apple’s December quarter over CCP ‘Zero COVID’ crackdowns: Piper Sandler analysts on Thursday cut their estimates on revenue and iPhone sales Apple's December quarter (fiscal Q123), as the CCP… The post… https://t.co/f4HUNaiWHZ #mac #apple #news",piper sandler cuts estimates apple december quarter over ccp zero covid crackdowns piper sandler analysts thursday cut estimates revenue iphone sales apple december quarter fiscal q123 ccp post mac apple news,0.0,0.0,negative,0.129,0.871,0.0,-0.5106,208,31
73,"@AOC @marcorubio How much money did @SBF_FTX pay you? Why no outrage about him and #FTXScandal 
Why aren’t you calling Democrats out about all the tax payer money being laundered through Ukraine via #FTX

Because you’re in on it.

#Crypto #twitter #China #protests #ElonMusk #Apple #WorldCup https://t.co/GWm3h11G51",much money ftx pay no outrage ftxscandal aren calling democrats tax payer money laundered ukraine via ftx crypto twitter china protests elonmusk apple worldcup,0.2,0.2,negative,0.306,0.694,0.0,-0.7783,159,24
74,#TSMC Plans to Make More Advanced Chips in US at Urging of #Apple  https://t.co/rZaWrhzWER,tsmc plans make advanced chips us urging apple,0.4,0.6,positive,0.0,0.778,0.222,0.25,46,8
75,"Knock out punch from #Apple to #nfts and #Etherium. 

#FTX shitstorm took #crypto years behind. Suspicion and wrong accusations are back in the game.

#coinbase #crypto #nft #eth https://t.co/9QDKfVSk70",knock punch apple nfts etherium ftx shitstorm took crypto years behind suspicion wrong accusations back game coinbase crypto nft eth,-0.325,0.5,negative,0.32,0.68,0.0,-0.7906,132,20
76,"""Amazon and Apple see slowdown ahead even as consumers are still spending."" Here's why: https://t.co/VPkLlnJ6uU

#pathfinder #cocoatech #apple #applenews",amazon apple see slowdown ahead even consumers still spending pathfinder cocoatech apple applenews,0.0,0.0,positive,0.0,0.876,0.124,0.1779,98,13
77,"Who is worse for crypto? @SBF_FTX or @Apple? 

#FTX #apple #Coinbase #coinbasewallet #nft",worse crypto ftx ftx apple coinbase coinbasewallet nft,-0.4,0.6,negative,0.307,0.693,0.0,-0.4767,54,8
78,@Apple and @tim_cook at it again. First they go after @Twitter and @elonmusk now @coinbase .. they are acting like a communist regime. They already disabled airdrop in China because citizens were protesting harsh lockdowns and sharing by bypassing the great firewall. #apple https://t.co/4E2oURfD1O,cook first go acting like communist regime already disabled airdrop china citizens protesting harsh lockdowns sharing bypassing great firewall apple,0.13,0.41666666666666663,positive,0.189,0.498,0.312,0.5719,148,20
79,"Mark Zuckerberg (@finkd) made a stunning admission about the way Facebook treats third parties ""it gives itself every advantage while at the same time stifling innovation and hurting consumers”.

Wait, we are getting reports he was talking about #Apple. 
https://t.co/POmthQdbsy",mark zuckerberg made stunning admission way facebook treats third parties gives every advantage time stifling innovation hurting consumers wait getting reports talking apple,0.25,0.5,positive,0.088,0.588,0.324,0.7351,173,23
80,"@GvH320671 @raprichard @MattWallace888 @elonmusk My favorite part about your analysis, which is true, is that it is essentially Michael Scott's speech to David Wallace during the Michael Scott Paper Company buyout. #unexpectedoffice #apple #twitter",favorite part analysis true essentially michael scott speech david wallace michael scott paper company buyout unexpectedoffice apple twitter,0.2833333333333333,0.65,positive,0.0,0.734,0.266,0.7003,140,18
81,How is GPT3 so good and siri is still stuck in 2009? #apple #siri #GPT3,gpt3 good siri still stuck 2009 apple siri gpt3,0.7,0.6000000000000001,positive,0.168,0.588,0.244,0.2263,47,9
82,"If #Apple wants 30% of the #Ethereum gas fees, then they should produce 30% of the blocks! 💁‍♂️ https://t.co/yFlgnZw77L",apple wants 30 ethereum gas fees produce 30 blocks,0.2,0.1,negative,0.192,0.808,0.0,-0.2263,50,9
83,#Apple Watch Ultra gains ski and snowboard workout detection https://t.co/VSHtLn8j9n #news #tech #technology #samsung #xiaomi #google,apple watch ultra gains ski snowboard workout detection news tech technology samsung xiaomi google,0.0,0.0,positive,0.0,0.844,0.156,0.34,98,14
84,"#blockchain #NFT #Apple 

Apple @Apple been Apple. 
This is anticompetitive. All this new rules over the App Store limit the ability to compete with Apple.  Since users have no other way to install software on they device.

Ridiculous https://t.co/WWRHxdoAMK",blockchain nft apple apple apple anticompetitive new rules over app store limit ability compete apple since users no way install software device ridiculous,-0.09848484848484848,0.7272727272727273,negative,0.174,0.741,0.085,-0.34,155,23
85,"Was Steve Jobs this greedy? Would he damage his brand to look, feel and behave like Mr. Scrooge?

Time to use #Android more.

#apple #cryptocurrency https://t.co/CHJYM5znf1",steve jobs greedy would damage brand look feel behave like mr scrooge time use android apple cryptocurrency,0.0,0.0,negative,0.25,0.636,0.114,-0.4588,107,17
